Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Day of Week ,Time Slot,Ticket Status,Victim Group,Resolution Time
6341,9/23/2020,9/21/2020,21-09-2020 11:20,Chennai,557,DOMESTIC VIOLENCE,66,F,Firearm,Violent Crime,5,Yes,11/25/2020,Monday,Night,Solved,Senior,63
30317,6/19/2023,6/17/2023,17-06-2023 12:59,Ahmedabad,215,ILLEGAL POSSESSION,60,M,Poison,Other Crime,17,Yes,7/20/2023,Saturday,Evening,Solved,Senior,31
23425,9/5/2022,3/9/2022,03-09-2022 13:13,Jaipur,369,ILLEGAL POSSESSION,58,Other,Knife,Other Crime,11,Yes,10/23/2022,Wednesday,Morning,Solved,Adult,48
16687,11/27/2021,11/26/2021,26-11-2021 15:25,Lucknow,168,KIDNAPPING,54,M,Explosives,Other Crime,3,Yes,1/5/2022,Friday,Night,Solved,Adult,39
39575,7/8/2024,6/7/2024,07-07-2024 13:21,Patna,540,ROBBERY,17,F,Explosives,Violent Crime,2,Yes,10/30/2024,Friday,Morning,Solved,Minor,114
33781,11/10/2023,8/11/2023,08-11-2023 21:51,Bangalore,545,IDENTITY THEFT,22,F,Blunt Object,Violent Crime,4,Yes,11/25/2023,Friday,Morning,Solved,Adult,15
1720,3/13/2020,12/3/2020,13-03-2020 11:01,Delhi,290,VANDALISM,14,F,None,Other Crime,11,Yes,5/31/2020,Thursday,Afternoon,Solved,Minor,79
2101,3/29/2020,3/28/2020,28-03-2020 20:55,Bangalore,212,PUBLIC INTOXICATION,72,F,Knife,Other Crime,18,No,,Saturday,Night,Pending,Senior,N/A
33072,10/10/2023,9/10/2023,10-10-2023 6:17,Ahmedabad,351,ARSON,61,M,Other,Fire Accident,9,Yes,12/3/2023,Sunday,Morning,Solved,Senior,54
9090,1/15/2021,1/13/2021,14-01-2021 15:29,Surat,494,EXTORTION,59,M,Blunt Object,Other Crime,13,No,,Wednesday,Afternoon,Pending,Adult,N/A
10403,3/9/2021,9/3/2021,10-03-2021 1:14,Mumbai,416,EXTORTION,45,F,Blunt Object,Other Crime,13,Yes,4/5/2021,Friday,Morning,Solved,Adult,27
22032,7/7/2022,6/7/2022,07-07-2022 19:23,Kolkata,465,ASSAULT,32,M,Blunt Object,Violent Crime,15,Yes,8/13/2022,Tuesday,Morning,Solved,Adult,37
5568,8/20/2020,8/19/2020,20-08-2020 11:11,Ahmedabad,248,PUBLIC INTOXICATION,69,M,Firearm,Other Crime,1,Yes,9/6/2020,Wednesday,Evening,Solved,Senior,17
35606,1/24/2024,1/23/2024,24-01-2024 11:25,Chennai,253,ARSON,36,F,Other,Fire Accident,2,No,,Tuesday,Night,Pending,Adult,N/A
19987,4/14/2022,12/4/2022,13-04-2022 04:51,Mumbai,255,DOMESTIC VIOLENCE,48,F,None,Violent Crime,17,Yes,7/8/2022,Sunday,Afternoon,Solved,Adult,85
31860,8/21/2023,8/20/2023,21-08-2023 05:27,Ludhiana,428,TRAFFIC VIOLATION,71,F,None,Traffic Fatality,14,Yes,9/14/2023,Sunday,Night,Solved,Senior,24
32843,9/30/2023,9/30/2023,30-09-2023 15:56,Chennai,524,ILLEGAL POSSESSION,11,M,Other,Other Crime,3,No,,Saturday,Night,Pending,Minor,N/A
35075,1/3/2024,1/1/2024,01-01-2024 21:45,Agra,372,IDENTITY THEFT,20,M,None,Violent Crime,2,No,,Monday,Morning,Pending,Adult,N/A
37753,4/22/2024,4/22/2024,22-04-2024 13:43,Ghaziabad,295,IDENTITY THEFT,71,M,None,Violent Crime,19,Yes,5/8/2024,Monday,Night,Solved,Senior,16
18261,2/1/2022,1/30/2022,31-01-2022 05:59,Hyderabad,358,BURGLARY,25,M,None,Other Crime,18,No,,Sunday,Night,Pending,Adult,N/A
2891,5/2/2020,4/30/2020,30-04-2020 21:20,Surat,101,IDENTITY THEFT,10,M,Poison,Violent Crime,10,No,,Thursday,Night,Pending,Minor,N/A
35896,2/4/2024,4/2/2024,05-02-2024 14:22,Jaipur,440,COUNTERFEITING,24,F,None,Other Crime,11,No,,Tuesday,Morning,Pending,Adult,N/A
2207,4/3/2020,1/4/2020,02-04-2020 14:09,Mumbai,298,SHOPLIFTING,15,F,Poison,Other Crime,19,No,,Saturday,Morning,Pending,Minor,N/A
31154,7/24/2023,7/22/2023,22-07-2023 04:04,Chennai,493,EXTORTION,73,M,Explosives,Other Crime,17,No,,Saturday,Night,Pending,Senior,N/A
14332,8/20/2021,8/20/2021,20-08-2021 05:51,Kanpur,371,IDENTITY THEFT,61,M,Knife,Violent Crime,11,No,,Friday,Evening,Pending,Senior,N/A
22143,7/11/2022,11/7/2022,12-07-2022 7:18,Bangalore,396,COUNTERFEITING,59,M,Other,Other Crime,19,Yes,9/30/2022,Monday,Afternoon,Solved,Adult,81
31517,8/6/2023,6/8/2023,07-08-2023 0:02,Delhi,302,DOMESTIC VIOLENCE,69,F,None,Violent Crime,6,No,,Thursday,Morning,Pending,Senior,N/A
25858,12/14/2022,12/13/2022,13-12-2022 14:09,Nashik,201,FIREARM OFFENSE,60,Other,Poison,Fire Accident,18,No,,Tuesday,Afternoon,Pending,Senior,N/A
33310,10/22/2023,10/19/2023,20-10-2023 12:13,Mumbai,213,FIREARM OFFENSE,46,F,Blunt Object,Fire Accident,3,Yes,1/16/2024,Thursday,Evening,Solved,Adult,86
3453,5/25/2020,5/23/2020,24-05-2020 01:53,Delhi,293,FRAUD,25,M,Blunt Object,Other Crime,7,No,,Saturday,Night,Pending,Adult,N/A
21253,6/6/2022,4/6/2022,04-06-2022 13:51,Delhi,558,CYBERCRIME,12,Other,Firearm,Other Crime,17,Yes,7/14/2022,Wednesday,Morning,Solved,Minor,38
6647,10/5/2020,3/10/2020,04-10-2020 21:25,Bangalore,398,ROBBERY,14,F,Poison,Violent Crime,1,Yes,1/12/2021,Tuesday,Morning,Solved,Minor,99
9262,1/21/2021,1/20/2021,21-01-2021 16:25,Kolkata,358,DOMESTIC VIOLENCE,21,M,Other,Violent Crime,4,Yes,2/4/2021,Wednesday,Night,Solved,Adult,14
31415,8/4/2023,1/8/2023,02-08-2023 6:51,Delhi,430,VEHICLE - STOLEN,27,F,None,Violent Crime,12,Yes,9/15/2023,Sunday,Morning,Solved,Adult,42
23063,8/20/2022,8/18/2022,19-08-2022 08:24,Lucknow,301,COUNTERFEITING,72,M,Firearm,Other Crime,6,No,,Thursday,Evening,Pending,Senior,N/A
20531,5/7/2022,5/5/2022,05-05-2022 19:39,Pune,551,COUNTERFEITING,21,F,Knife,Other Crime,15,Yes,6/28/2022,Thursday,Morning,Solved,Adult,52
19205,3/13/2022,11/3/2022,11-03-2022 7:44,Ahmedabad,420,ASSAULT,27,F,Knife,Violent Crime,8,Yes,5/18/2022,Thursday,Morning,Solved,Adult,66
26866,1/27/2023,1/24/2023,24-01-2023 12:05,Jaipur,475,SEXUAL ASSAULT,27,M,Other,Violent Crime,3,No,,Tuesday,Night,Pending,Adult,N/A
4117,6/20/2020,6/20/2020,20-06-2020 17:20,Hyderabad,154,BURGLARY,57,M,Blunt Object,Other Crime,11,Yes,9/9/2020,Saturday,Evening,Solved,Adult,81
38780,6/5/2024,3/6/2024,04-06-2024 0:22,Varanasi,329,ROBBERY,46,F,Knife,Violent Crime,1,No,,Wednesday,Morning,Pending,Adult,N/A
21645,6/22/2022,6/20/2022,21-06-2022 07:22,Bangalore,254,ARSON,38,Other,Knife,Fire Accident,12,No,,Monday,Night,Pending,Adult,N/A
1579,3/9/2020,6/3/2020,07-03-2020 6:22,Pune,178,ASSAULT,20,F,Explosives,Violent Crime,5,Yes,3/16/2020,Wednesday,Morning,Solved,Adult,7
32199,9/4/2023,3/9/2023,04-09-2023 1:09,Mumbai,388,SHOPLIFTING,43,F,None,Other Crime,1,No,,Thursday,Morning,Pending,Adult,N/A
37513,4/13/2024,12/4/2024,12-04-2024 19:17,Meerut,288,ASSAULT,29,F,Explosives,Violent Crime,7,Yes,5/4/2024,Wednesday,Afternoon,Solved,Adult,21
15754,10/19/2021,10/18/2021,19-10-2021 04:20,Delhi,570,ILLEGAL POSSESSION,26,M,Explosives,Other Crime,6,No,,Monday,Evening,Pending,Adult,N/A
2693,4/24/2020,4/22/2020,22-04-2020 13:57,Patna,480,DRUG OFFENSE,28,M,Poison,Other Crime,8,Yes,5/4/2020,Wednesday,Night,Solved,Adult,10
37911,4/29/2024,4/28/2024,28-04-2024 19:42,Delhi,267,HOMICIDE,79,F,Firearm,Other Crime,3,Yes,1/26/2026,Sunday,Night,Solved,Senior,637
21726,6/24/2022,6/24/2022,24-06-2022 22:37,Delhi,279,BURGLARY,51,F,Knife,Other Crime,5,Yes,10/26/2022,Friday,Night,Solved,Adult,124
6403,9/26/2020,9/23/2020,24-09-2020 09:27,Kolkata,567,CYBERCRIME,48,F,Knife,Other Crime,10,Yes,11/1/2020,Wednesday,Night,Solved,Adult,36
23567,9/11/2022,8/9/2022,09-09-2022 6:07,Chennai,121,TRAFFIC VIOLATION,31,M,Knife,Traffic Fatality,4,No,,Tuesday,Morning,Pending,Adult,N/A
7091,10/25/2020,10/22/2020,22-10-2020 22:59,Nagpur,408,DOMESTIC VIOLENCE,27,M,Blunt Object,Violent Crime,5,Yes,11/5/2020,Thursday,Night,Solved,Adult,11
19181,3/10/2022,10/3/2022,10-03-2022 20:23,Bhopal,555,FIREARM OFFENSE,63,Other,Firearm,Fire Accident,7,No,,Monday,Morning,Pending,Senior,N/A
3054,5/9/2020,7/5/2020,08-05-2020 4:10,Chennai,343,PUBLIC INTOXICATION,68,M,Knife,Other Crime,10,No,,Sunday,Morning,Pending,Senior,N/A
24556,10/23/2022,10/20/2022,21-10-2022 02:00,Agra,114,BURGLARY,70,M,Blunt Object,Other Crime,2,Yes,1/22/2023,Thursday,Night,Solved,Senior,91
17615,1/4/2022,3/1/2022,04-01-2022 15:54,Chennai,178,IDENTITY THEFT,53,Other,Blunt Object,Violent Crime,1,No,,Tuesday,Morning,Pending,Adult,N/A
6278,9/18/2020,9/18/2020,19-09-2020 04:46,Bangalore,235,TRAFFIC VIOLATION,68,M,Explosives,Traffic Fatality,11,Yes,10/11/2020,Friday,Evening,Solved,Senior,23
14116,8/11/2021,11/8/2021,11-08-2021 9:01,Pune,518,VANDALISM,34,F,Other,Other Crime,19,No,,Monday,Morning,Pending,Adult,N/A
37956,4/30/2024,4/30/2024,01-05-2024 5:57,Pune,472,VANDALISM,27,F,Poison,Other Crime,7,Yes,5/23/2024,Tuesday,Morning,Solved,Adult,23
27548,2/24/2023,2/21/2023,21-02-2023 20:31,Indore,185,EXTORTION,56,Other,Poison,Other Crime,1,No,,Tuesday,Night,Pending,Adult,N/A
22886,8/12/2022,11/8/2022,11-08-2022 17:48,Delhi,361,ARSON,68,M,None,Fire Accident,5,Yes,8/29/2022,Tuesday,Morning,Solved,Senior,17
19219,3/14/2022,11/3/2022,12-03-2022 9:19,Chennai,104,FIREARM OFFENSE,59,M,Firearm,Fire Accident,16,Yes,4/14/2022,Thursday,Afternoon,Solved,Adult,31
32845,10/3/2023,9/30/2023,01-10-2023 10:30,Ghaziabad,300,SEXUAL ASSAULT,59,F,Other,Violent Crime,8,No,,Saturday,Morning,Pending,Adult,N/A
29409,5/12/2023,10/5/2023,10-05-2023 18:21,Mumbai,428,SHOPLIFTING,10,F,Poison,Other Crime,17,No,,Thursday,Morning,Pending,Minor,N/A
9239,1/20/2021,1/19/2021,19-01-2021 22:37,Mumbai,377,SEXUAL ASSAULT,66,F,Poison,Violent Crime,12,No,,Tuesday,Evening,Pending,Senior,N/A
12344,5/31/2021,5/29/2021,30-05-2021 04:59,Ghaziabad,187,FRAUD,51,F,None,Other Crime,14,No,,Saturday,Night,Pending,Adult,N/A
34643,12/15/2023,12/14/2023,14-12-2023 14:58,Ahmedabad,429,EXTORTION,34,M,Other,Other Crime,13,No,,Thursday,Afternoon,Pending,Adult,N/A
39099,6/18/2024,6/17/2024,17-06-2024 08:58,Jaipur,401,BURGLARY,68,M,Explosives,Other Crime,17,Yes,10/22/2024,Monday,Evening,Solved,Senior,126
31524,8/9/2023,6/8/2023,06-08-2023 15:58,Mumbai,388,FRAUD,39,F,Poison,Other Crime,7,Yes,9/14/2023,Thursday,Morning,Solved,Adult,36
25308,11/21/2022,11/20/2022,20-11-2022 19:01,Bangalore,387,TRAFFIC VIOLATION,48,Other,Firearm,Traffic Fatality,6,Yes,12/9/2022,Sunday,Evening,Solved,Adult,18
10215,3/3/2021,1/3/2021,02-03-2021 3:12,Visakhapatnam,433,CYBERCRIME,23,F,Knife,Other Crime,4,No,,Sunday,Morning,Pending,Adult,N/A
2248,4/4/2020,3/4/2020,03-04-2020 19:54,Bangalore,158,IDENTITY THEFT,17,M,Poison,Violent Crime,2,Yes,4/30/2020,Wednesday,Morning,Solved,Minor,26
5503,8/19/2020,8/17/2020,18-08-2020 03:34,Lucknow,500,HOMICIDE,72,M,Blunt Object,Other Crime,15,No,,Monday,Evening,Pending,Senior,N/A
35229,1/8/2024,7/1/2024,08-01-2024 18:42,Nashik,593,ARSON,66,F,Knife,Fire Accident,15,No,,Monday,Morning,Pending,Senior,N/A
11793,5/7/2021,6/5/2021,06-05-2021 12:58,Lucknow,457,FIREARM OFFENSE,41,F,Explosives,Fire Accident,13,Yes,7/16/2021,Saturday,Morning,Solved,Adult,70
1676,3/13/2020,10/3/2020,10-03-2020 21:41,Kolkata,170,FRAUD,11,M,None,Other Crime,16,No,,Saturday,Morning,Pending,Minor,N/A
24455,10/16/2022,10/15/2022,16-10-2022 10:43,Agra,293,ROBBERY,39,M,Explosives,Violent Crime,19,No,,Saturday,Afternoon,Pending,Adult,N/A
418,1/21/2020,1/18/2020,19-01-2020 04:50,Delhi,342,ROBBERY,36,M,Knife,Violent Crime,2,Yes,7/16/2020,Saturday,Evening,Solved,Adult,177
37478,4/12/2024,10/4/2024,11-04-2024 2:26,Mumbai,464,PUBLIC INTOXICATION,70,M,None,Other Crime,4,No,,Friday,Morning,Pending,Senior,N/A
36013,2/9/2024,9/2/2024,09-02-2024 12:49,Pune,231,KIDNAPPING,18,F,Blunt Object,Other Crime,19,Yes,2/18/2024,Monday,Morning,Solved,Adult,9
14997,9/19/2021,9/16/2021,17-09-2021 01:56,Kolkata,447,SEXUAL ASSAULT,60,M,Explosives,Violent Crime,14,Yes,8/29/2022,Thursday,Evening,Solved,Senior,344
5328,8/10/2020,9/8/2020,10-08-2020 11:19,Mumbai,344,FRAUD,68,F,Explosives,Other Crime,5,Yes,10/13/2020,Tuesday,Morning,Solved,Senior,64
14373,8/22/2021,8/21/2021,22-08-2021 02:19,Mumbai,378,ARSON,43,M,None,Fire Accident,12,No,,Saturday,Night,Pending,Adult,N/A
27060,2/4/2023,1/2/2023,02-02-2023 4:09,Mumbai,449,CYBERCRIME,12,F,Blunt Object,Other Crime,9,No,,Monday,Morning,Pending,Minor,N/A
15638,10/16/2021,10/13/2021,13-10-2021 23:42,Bangalore,234,HOMICIDE,19,F,Other,Other Crime,18,No,,Wednesday,Afternoon,Pending,Adult,N/A
20943,5/23/2022,5/22/2022,22-05-2022 20:36,Ahmedabad,238,FIREARM OFFENSE,17,F,Firearm,Fire Accident,12,No,,Sunday,Night,Pending,Minor,N/A
22022,7/7/2022,6/7/2022,07-07-2022 3:34,Srinagar,311,ASSAULT,21,Other,Other,Violent Crime,2,No,,Tuesday,Morning,Pending,Adult,N/A
17546,1/3/2022,1/1/2022,01-01-2022 23:44,Hyderabad,580,VEHICLE - STOLEN,71,M,None,Violent Crime,11,Yes,1/15/2022,Saturday,Morning,Solved,Senior,12
7543,11/10/2020,10/11/2020,11-11-2020 4:10,Bangalore,232,BURGLARY,25,M,Poison,Other Crime,18,No,,Sunday,Morning,Pending,Adult,N/A
16332,11/13/2021,11/11/2021,12-11-2021 5:10,Mumbai,428,ILLEGAL POSSESSION,75,M,Firearm,Other Crime,19,No,,Thursday,Afternoon,Pending,Senior,N/A
3177,5/14/2020,12/5/2020,12-05-2020 15:59,Mumbai,206,HOMICIDE,22,M,Explosives,Other Crime,6,No,,Saturday,Afternoon,Pending,Adult,N/A
33859,11/14/2023,11/11/2023,12-11-2023 5:04,Mumbai,592,ASSAULT,37,F,Firearm,Violent Crime,15,No,,Saturday,Afternoon,Pending,Adult,N/A
19063,3/5/2022,5/3/2022,05-03-2022 6:52,Kolkata,556,CYBERCRIME,23,M,Poison,Other Crime,9,Yes,4/15/2022,Tuesday,Morning,Solved,Adult,41
3209,5/15/2020,5/13/2020,14-05-2020 00:46,Srinagar,342,ILLEGAL POSSESSION,16,F,Blunt Object,Other Crime,14,No,,Wednesday,Afternoon,Pending,Minor,N/A
10360,3/9/2021,7/3/2021,07-03-2021 20:49,Ahmedabad,361,SHOPLIFTING,42,F,Knife,Other Crime,5,Yes,3/27/2021,Saturday,Morning,Solved,Adult,18
22881,8/13/2022,11/8/2022,11-08-2022 22:55,Mumbai,197,ILLEGAL POSSESSION,71,Other,Poison,Other Crime,14,No,,Tuesday,Morning,Pending,Senior,N/A
34252,11/29/2023,11/28/2023,29-11-2023 00:36,Ghaziabad,111,KIDNAPPING,49,F,Explosives,Other Crime,8,Yes,1/26/2024,Tuesday,Night,Solved,Adult,58
12135,5/20/2021,5/20/2021,21-05-2021 12:03,Mumbai,419,COUNTERFEITING,40,M,Knife,Other Crime,10,Yes,6/4/2021,Thursday,Night,Solved,Adult,15
25616,12/5/2022,3/12/2022,03-12-2022 16:54,Agra,498,TRAFFIC VIOLATION,44,M,Knife,Traffic Fatality,13,No,,Saturday,Morning,Pending,Adult,N/A
28798,4/15/2023,4/14/2023,14-04-2023 23:55,Bhopal,356,DOMESTIC VIOLENCE,13,M,Explosives,Violent Crime,18,Yes,6/19/2023,Friday,Afternoon,Solved,Minor,65
13777,7/29/2021,7/28/2021,28-07-2021 19:10,Ahmedabad,175,EXTORTION,30,F,Other,Other Crime,7,Yes,10/11/2021,Wednesday,Night,Solved,Adult,74
9285,1/24/2021,1/21/2021,21-01-2021 22:51,Kolkata,152,ASSAULT,38,F,Poison,Violent Crime,3,Yes,2/6/2021,Thursday,Night,Solved,Adult,13
29901,6/2/2023,5/30/2023,31-05-2023 01:54,Nagpur,374,DRUG OFFENSE,54,M,Explosives,Other Crime,9,Yes,8/30/2023,Tuesday,Night,Solved,Adult,89
12761,6/18/2021,6/15/2021,16-06-2021 10:18,Bangalore,186,PUBLIC INTOXICATION,16,F,Firearm,Other Crime,9,No,,Tuesday,Afternoon,Pending,Minor,N/A
29107,4/28/2023,4/27/2023,28-04-2023 16:01,Nagpur,492,ROBBERY,38,Other,Other,Violent Crime,14,Yes,10/14/2023,Thursday,Night,Solved,Adult,169
31314,7/30/2023,7/28/2023,29-07-2023 04:26,Nashik,453,ROBBERY,69,M,Firearm,Violent Crime,1,No,,Friday,Night,Pending,Senior,N/A
9374,1/26/2021,1/25/2021,26-01-2021 11:28,Mumbai,105,SHOPLIFTING,73,F,Other,Other Crime,1,No,,Monday,Night,Pending,Senior,N/A
12719,6/14/2021,6/13/2021,14-06-2021 15:33,Ahmedabad,570,ILLEGAL POSSESSION,14,F,Explosives,Other Crime,11,No,,Sunday,Afternoon,Pending,Minor,N/A
20980,5/24/2022,5/24/2022,24-05-2022 18:35,Kolkata,477,IDENTITY THEFT,68,F,Other,Violent Crime,2,Yes,6/7/2022,Tuesday,Night,Solved,Senior,14
20470,5/3/2022,2/5/2022,02-05-2022 22:55,Varanasi,275,ILLEGAL POSSESSION,44,M,Knife,Other Crime,7,No,,Saturday,Morning,Pending,Adult,N/A
27951,3/11/2023,10/3/2023,11-03-2023 10:26,Bangalore,197,EXTORTION,22,Other,Explosives,Other Crime,3,Yes,4/10/2023,Tuesday,Morning,Solved,Adult,30
34588,12/14/2023,12/12/2023,12-12-2023 20:15,Pune,119,CYBERCRIME,22,M,Knife,Other Crime,14,No,,Tuesday,Afternoon,Pending,Adult,N/A
17110,12/14/2021,12/13/2021,13-12-2021 23:46,Hyderabad,290,ROBBERY,73,F,Explosives,Violent Crime,3,No,,Monday,Afternoon,Pending,Senior,N/A
27868,3/7/2023,7/3/2023,07-03-2023 17:06,Mumbai,372,ROBBERY,41,Other,Poison,Violent Crime,6,Yes,4/8/2023,Monday,Morning,Solved,Adult,32
14127,8/12/2021,11/8/2021,12-08-2021 3:16,Chennai,456,COUNTERFEITING,56,F,Poison,Other Crime,16,No,,Monday,Afternoon,Pending,Adult,N/A
34531,12/11/2023,9/12/2023,09-12-2023 20:29,Surat,209,IDENTITY THEFT,35,F,Poison,Violent Crime,17,No,,Tuesday,Morning,Pending,Adult,N/A
39277,6/26/2024,6/24/2024,24-06-2024 18:12,Ghaziabad,372,ASSAULT,75,M,Firearm,Violent Crime,16,No,,Monday,Night,Pending,Senior,N/A
27124,2/5/2023,4/2/2023,04-02-2023 19:11,Ahmedabad,169,COUNTERFEITING,61,Other,Poison,Other Crime,12,No,,Sunday,Morning,Pending,Senior,N/A
39700,7/14/2024,12/7/2024,12-07-2024 4:13,Chennai,556,SHOPLIFTING,55,F,Explosives,Other Crime,2,No,,Saturday,Afternoon,Pending,Adult,N/A
34169,11/27/2023,11/24/2023,25-11-2023 03:11,Ludhiana,543,HOMICIDE,24,M,Other,Other Crime,11,No,,Friday,Night,Pending,Adult,N/A
23957,9/26/2022,9/25/2022,25-09-2022 15:27,Pune,417,ASSAULT,77,F,None,Violent Crime,14,No,,Sunday,Night,Pending,Senior,N/A
30205,6/14/2023,12/6/2023,13-06-2023 00:49,Jaipur,163,FRAUD,13,M,Knife,Other Crime,7,No,,Wednesday,Afternoon,Pending,Minor,N/A
4937,7/25/2020,7/24/2020,25-07-2020 00:50,Kolkata,177,VEHICLE - STOLEN,32,M,Poison,Violent Crime,3,Yes,10/19/2020,Friday,Night,Solved,Adult,86
4743,7/19/2020,7/16/2020,17-07-2020 07:05,Indore,163,DOMESTIC VIOLENCE,38,F,Firearm,Violent Crime,17,No,,Thursday,Evening,Pending,Adult,N/A
4559,7/11/2020,8/7/2020,09-07-2020 15:46,Agra,246,ROBBERY,48,F,Explosives,Violent Crime,9,Yes,10/28/2020,Friday,Morning,Solved,Adult,109
16646,11/27/2021,11/24/2021,25-11-2021 04:30,Mumbai,512,COUNTERFEITING,52,Other,Explosives,Other Crime,19,Yes,2/19/2022,Wednesday,Night,Solved,Adult,84
30025,6/5/2023,5/6/2023,05-06-2023 15:23,Mumbai,314,VANDALISM,55,F,Firearm,Other Crime,15,Yes,8/16/2023,Saturday,Morning,Solved,Adult,72
35072,1/3/2024,1/1/2024,01-01-2024 9:04,Ahmedabad,270,ASSAULT,27,M,Knife,Violent Crime,9,Yes,1/27/2024,Monday,Morning,Solved,Adult,24
3089,5/10/2020,8/5/2020,09-05-2020 1:47,Delhi,364,SHOPLIFTING,61,F,None,Other Crime,14,No,,Wednesday,Morning,Pending,Senior,N/A
15764,10/19/2021,10/18/2021,19-10-2021 13:27,Varanasi,378,DRUG OFFENSE,44,F,Explosives,Other Crime,8,No,,Monday,Evening,Pending,Adult,N/A
19600,3/29/2022,3/27/2022,28-03-2022 08:31,Lucknow,534,ROBBERY,73,Other,Other,Violent Crime,10,No,,Sunday,Night,Pending,Senior,N/A
16717,11/30/2021,11/27/2021,28-11-2021 09:55,Bangalore,502,ILLEGAL POSSESSION,67,Other,Other,Other Crime,8,No,,Saturday,Night,Pending,Senior,N/A
30859,7/9/2023,9/7/2023,10-07-2023 14:58,Ahmedabad,288,DOMESTIC VIOLENCE,25,F,Firearm,Violent Crime,12,Yes,7/25/2023,Thursday,Morning,Solved,Adult,16
1963,3/23/2020,3/22/2020,23-03-2020 14:29,Bangalore,304,ARSON,27,F,Explosives,Fire Accident,5,Yes,6/6/2020,Sunday,Night,Solved,Adult,75
190,1/11/2020,8/1/2020,08-01-2020 21:24,Chennai,151,CYBERCRIME,44,M,Explosives,Other Crime,15,Yes,2/12/2020,Saturday,Morning,Solved,Adult,32
21943,7/5/2022,3/7/2022,03-07-2022 21:26,Mumbai,260,FIREARM OFFENSE,72,F,Poison,Fire Accident,7,Yes,8/23/2022,Monday,Morning,Solved,Senior,49
23195,8/27/2022,8/24/2022,24-08-2022 10:47,Delhi,581,KIDNAPPING,63,Other,Other,Other Crime,10,Yes,9/24/2022,Wednesday,Night,Solved,Senior,28
24331,10/12/2022,10/10/2022,10-10-2022 19:41,Bangalore,551,COUNTERFEITING,53,Other,None,Other Crime,3,Yes,12/2/2022,Monday,Morning,Solved,Adult,51
21090,5/29/2022,5/28/2022,29-05-2022 15:25,Bangalore,452,DRUG OFFENSE,50,F,None,Other Crime,15,No,,Saturday,Night,Pending,Adult,N/A
14717,9/7/2021,5/9/2021,05-09-2021 7:31,Bangalore,495,CYBERCRIME,35,F,Firearm,Other Crime,4,No,,Sunday,Morning,Pending,Adult,N/A
13744,7/29/2021,7/26/2021,27-07-2021 11:52,Delhi,476,CYBERCRIME,25,F,Other,Other Crime,1,No,,Monday,Night,Pending,Adult,N/A
12937,6/25/2021,6/23/2021,23-06-2021 14:58,Delhi,419,HOMICIDE,25,M,Blunt Object,Other Crime,2,Yes,4/18/2022,Wednesday,Night,Solved,Adult,297
8834,1/4/2021,3/1/2021,04-01-2021 0:08,Chennai,252,ROBBERY,22,F,Knife,Violent Crime,12,Yes,6/8/2021,Monday,Morning,Solved,Adult,155
1703,3/13/2020,11/3/2020,12-03-2020 12:08,Bangalore,326,FRAUD,31,M,Blunt Object,Other Crime,5,Yes,4/29/2020,Tuesday,Afternoon,Solved,Adult,47
36789,3/12/2024,12/3/2024,12-03-2024 21:37,Jaipur,359,ILLEGAL POSSESSION,28,F,None,Other Crime,3,No,,Tuesday,Afternoon,Pending,Adult,N/A
18457,2/10/2022,8/2/2022,08-02-2022 18:16,Delhi,595,FRAUD,56,M,Knife,Other Crime,14,No,,Tuesday,Morning,Pending,Adult,N/A
2766,4/25/2020,4/25/2020,25-04-2020 12:35,Chennai,427,DOMESTIC VIOLENCE,16,F,Explosives,Violent Crime,6,No,,Saturday,Night,Pending,Minor,N/A
16283,11/10/2021,9/11/2021,10-11-2021 7:42,Ludhiana,466,EXTORTION,49,M,Firearm,Other Crime,14,No,,Saturday,Morning,Pending,Adult,N/A
29821,5/30/2023,5/27/2023,28-05-2023 03:12,Mumbai,280,EXTORTION,14,F,Blunt Object,Other Crime,3,Yes,8/5/2023,Saturday,Night,Solved,Minor,67
15755,10/21/2021,10/18/2021,19-10-2021 00:50,Kolkata,459,BURGLARY,46,M,None,Other Crime,4,Yes,2/16/2022,Monday,Evening,Solved,Adult,118
13491,7/17/2021,7/16/2021,16-07-2021 15:11,Ahmedabad,107,HOMICIDE,38,F,Knife,Other Crime,6,No,,Friday,Afternoon,Pending,Adult,N/A
3031,5/8/2020,6/5/2020,07-05-2020 1:45,Surat,442,SEXUAL ASSAULT,47,F,Other,Violent Crime,17,Yes,1/21/2021,Friday,Morning,Solved,Adult,258
24833,11/2/2022,10/31/2022,01-11-2022 9:59,Delhi,494,BURGLARY,15,F,Other,Other Crime,11,No,,Monday,Morning,Pending,Minor,N/A
25859,12/14/2022,12/13/2022,14-12-2022 01:04,Kolkata,414,SHOPLIFTING,42,Other,Knife,Other Crime,12,No,,Tuesday,Afternoon,Pending,Adult,N/A
30550,6/27/2023,6/26/2023,27-06-2023 14:56,Kanpur,239,TRAFFIC VIOLATION,73,M,None,Traffic Fatality,13,Yes,7/25/2023,Monday,Night,Solved,Senior,28
28956,4/22/2023,4/21/2023,21-04-2023 23:50,Pune,146,FRAUD,40,M,Blunt Object,Other Crime,4,Yes,5/16/2023,Friday,Night,Solved,Adult,24
